Hk2,Ddt,Srpk1,Crabp2,Atp5g1,Atp7b,Acot13,Actn1,Kdm6b,Tbx3,Hsf2,Actr2,Mdh1,Id2,Ssr1,Hmgcr,Mapk1ip1l,Dpysl2,Spry2,Oxct1,Zscan26,St13,Twf1,Rrn3,Gsk3b,Sod1,Ndufa5,Mpc1,Pim1,Strn,Impact,Dctn4,Pdcd4,Podxl,Acadl,Igfbp5,Ndufa10,Nmt2,Fubp3,Myef2,Mdk,Sall4,Skil,B4galt1,Mier1,Slc2a1,Gnb1,Actb,Tspan12,Cbx3,Abcc9,Sspn,Cox6a2,Acsl4,Adprhl1,Pkm,Amt,Chsy1,Lrrc58,Prtg,Fxyd1,Alpk3,Zfhx3,Fam60a,Arglu1,Wapl,Smpx,Nppa,Poldip3,Usp22,Alkbh5,X4933415A04Rik,Csnk2a2,Cd24a,Rbm15,Tigd2,Apoo.ps,Cited1,Slc39a1,Map1b,Msi1,Tug1,Hmga2,Ado,Sept11,Ndufs8,Wtap,Myl1,Pcnp,Bnip3,Kdelr2,Trim71,Apoo,Mpc1.ps,Ndufab1.ps,Rps19.ps6,Myl7,pseudotime
GSM2035365,150,9,122,0,756,11,188,90,14,0,11,172,965,16,58,10,40,158,10,99,57,197,0,59,203,613,447,26,13,15,170,72,4,0,110,64,120,16,14,41,58,0,7,46,17,3,116,503,21,33,7,13,440,4,165,184,47,67,21,8,90,316,7,91,122,19,535,1322,112,225,93,100,28,74,32,2,0,78,34,221,0,33,0,20,52,208,18,594,83,80,332,13,68,1,1,6,10406,6.39125907003839
GSM2035367,442,80,130,0,2089,184,434,175,35,31,70,861,8241,1035,1771,663,185,3563,92,608,61,1981,1070,287,493,1546,692,255,106,1376,251,636,202,10,575,242,1522,670,4,58,700,0,225,57,6,53,93,2762,429,189,21,114,617,9,791,2596,7,275,28,252,171,871,85,451,226,167,3280,2703,354,1577,42,198,186,201,159,3,1,554,110,4035,0,120,38,442,534,847,13,2567,551,894,721,31,79,72,15,21,29161,6.40838165158971
GSM2035368,0,11,115,0,1894,68,667,261,311,0,84,958,8007,1453,1174,676,131,1650,41,1807,427,2205,676,175,1449,1243,335,299,52,606,1071,258,256,236,109,4439,977,2558,11,124,778,0,522,266,252,47,938,5814,361,180,34,333,851,14,0,2075,129,829,148,168,337,359,66,805,419,298,1068,0,674,2590,401,109,19,117,212,1,3,0,172,7596,2,143,84,603,993,789,68,4423,623,398,830,223,296,66,2,11,32967,3.73069683913536
GSM2035369,430,67,587,0,2365,112,329,302,88,0,49,1224,6034,1,1857,396,136,1666,66,545,181,1648,616,368,652,2009,419,145,155,1026,88,117,18,2,260,5,1090,356,102,75,382,0,14,269,142,242,554,3456,601,332,65,163,624,197,5,2469,44,550,1233,0,142,471,158,676,438,300,3018,3141,703,956,324,0,0,502,31,358,16,533,318,2346,5,1010,0,1408,461,718,89,424,828,258,1290,16,611,50,14,15,29092,6.33448855848462
GSM2035371,75,90,461,0,1131,286,74,322,155,0,35,869,3535,2283,1858,854,222,3166,119,77,564,1005,1165,576,1195,1070,622,99,23,215,231,265,98,458,327,719,620,561,60,267,550,0,230,1468,152,681,1490,8230,203,191,0,47,706,266,433,1732,120,263,486,5,215,662,194,522,537,276,1203,908,115,1805,298,65,267,219,472,0,0,0,226,3848,12,1016,439,1054,796,505,130,1254,214,80,1293,108,53,13,1,13,17792,4.29766758281885
GSM2035373,387,4,1934,89,3077,285,471,107,40,38,139,1057,11536,2346,1059,328,63,3720,148,1376,305,2237,222,310,1138,3730,498,167,42,658,845,426,81,277,226,1686,2114,1958,123,116,976,0,108,213,853,358,1429,3556,596,230,0,152,1011,168,71,2650,72,441,241,79,245,1495,323,484,509,441,1383,25,1235,2534,264,163,165,413,178,0,6,19,240,3847,0,833,628,850,1975,497,5,2824,832,639,719,153,377,38,21,26,50088,6.33201819725906
GSM2035375,1539,20,110,30,2558,107,565,283,38,0,125,906,14989,32,1331,254,250,1095,192,728,456,1347,487,211,986,2580,640,258,167,244,328,350,25,35,259,172,1739,1859,23,477,539,0,73,590,151,69,2074,1888,255,89,530,406,1254,143,248,1958,17,339,303,5,247,1791,3,507,552,222,5258,6670,0,1949,408,76,44,1225,144,155,9,552,341,4217,1,1813,76,1202,212,896,4,5127,1216,611,1577,678,483,51,6,11,39378,6.39966787052584
GSM2035377,644,0,868,0,1418,115,319,181,143,19,43,678,4629,4670,1773,553,197,3597,235,480,577,2075,998,1055,1826,2159,457,95,194,641,825,206,69,48,466,2085,693,2297,116,598,599,0,155,578,721,589,715,5792,719,391,1,389,961,18,613,2384,172,684,787,124,260,1258,53,437,720,627,677,0,995,3545,372,726,40,986,384,14,1,352,241,4241,0,979,35,800,593,725,57,1035,624,385,1000,223,38,24,9,15,33773,8.58908676857479
GSM2035378,748,7,874,0,1016,0,360,156,24,77,107,543,3554,478,1176,47,290,4131,5,510,292,1088,308,233,1454,1824,577,76,58,851,275,234,1,0,242,483,464,791,108,242,1074,0,219,205,380,22,732,3123,121,197,0,6,821,58,407,2508,53,320,376,200,393,1243,9,113,533,332,2118,249,1770,668,135,261,23,664,229,251,21,148,112,1939,0,181,162,78,1031,1269,174,2248,441,824,461,1,937,20,5,18,33336,7.7651798887285
GSM2035379,523,12,163,0,3784,210,194,73,83,3,75,473,9624,150,578,41,9,891,120,1216,130,728,120,321,951,2004,742,269,61,419,792,62,69,0,573,179,939,1610,10,66,447,0,67,161,218,25,1223,2731,525,225,282,148,1568,309,315,1682,90,191,324,283,582,789,146,337,242,44,2173,3249,1455,541,125,35,24,598,62,15,5,20,243,1419,11,123,264,393,683,1048,0,2113,206,333,623,38,290,82,9,18,17866,7.8781994982104
GSM2035383,1290,26,460,0,5369,97,778,167,24,0,91,648,16495,157,1236,438,56,2199,340,605,543,2315,246,516,1140,2099,1226,726,157,762,622,301,88,0,359,296,728,233,32,130,352,0,151,353,629,19,1418,4022,467,164,366,10,2138,152,501,1864,186,293,96,35,628,3137,221,17,443,247,4195,8505,2713,1458,432,422,152,121,216,0,4,221,252,3347,0,295,5,1279,500,1372,186,9947,547,8,857,65,524,179,15,17,36067,6.32953405423554
GSM2035384,0,0,802,0,755,30,100,392,118,372,72,559,7128,1604,1641,17,182,1562,2,72,749,1304,716,0,740,1444,108,43,17,1136,1712,791,150,1,950,8610,615,2493,209,241,1237,0,712,210,219,0,770,5403,923,131,0,430,105,0,0,1917,68,460,78,0,358,236,107,49,358,291,635,0,980,1788,277,156,0,897,179,0,7,0,416,12023,12,1706,0,326,0,184,1,471,327,1213,709,0,457,8,4,8,25936,3.73071010906942
GSM2035385,0,0,230,0,1381,249,102,16,14,41,64,242,8169,617,61,208,1,862,245,70,65,1426,500,25,605,2554,327,294,0,237,1135,277,42,13,953,1797,1041,1,17,46,100,0,2,116,348,0,568,3717,4,103,10,544,1390,0,83,1435,366,10,365,68,505,937,0,78,262,2,632,134,4,785,60,135,25,87,68,6,10,587,153,558,0,1692,1,339,1269,800,1,2327,28,318,408,0,409,67,3,17,26706,5.14825507255176
GSM2035386,1114,98,661,0,1027,43,112,431,110,164,112,1036,4763,673,910,539,250,2783,40,835,424,1053,1028,884,1145,1515,423,164,36,1016,131,643,140,2,242,1368,441,1257,141,376,938,0,395,979,339,169,371,6188,145,234,0,100,420,238,11,3474,63,688,202,11,398,759,32,355,546,126,167,0,1687,2078,250,167,100,671,124,0,5,216,182,3499,7,1442,1,155,1327,880,67,453,523,298,1112,55,474,35,5,12,31586,3.46098393968359
GSM2035388,463,150,54,0,2647,0,189,57,4,0,56,250,8946,146,286,67,189,321,110,506,174,950,268,89,421,1748,638,90,42,164,270,127,47,37,199,64,1022,371,42,36,317,0,1,78,49,81,506,1760,139,175,398,498,1851,94,513,1334,0,240,8,0,397,745,0,408,154,32,2981,4376,323,711,79,62,23,23,12,88,9,344,173,709,0,251,0,0,199,821,3,4638,355,480,952,15,438,23,4,59,34803,6.33341044062693
GSM2035390,892,8,386,0,582,121,509,217,20,18,121,734,2877,1461,1106,210,91,3942,75,265,242,1596,666,128,773,1456,297,116,107,263,539,170,33,0,208,300,497,1176,107,381,124,0,474,285,22,128,1023,2803,14,110,0,78,414,2,500,1047,193,423,683,190,600,1407,184,749,493,386,1518,1642,1444,576,107,144,67,267,156,1,2,215,110,2353,0,718,661,476,229,422,36,2663,470,50,588,525,187,12,8,10,23187,7.87030160639463
GSM2035392,777,36,403,12,1518,84,158,79,37,384,95,708,6262,712,2131,372,95,1857,87,1279,139,721,219,127,887,1322,501,139,87,373,450,477,36,0,524,5550,1376,839,24,235,339,0,114,295,215,356,847,4677,96,134,0,0,362,94,316,2051,220,282,56,4,621,771,1,199,234,335,377,0,546,2339,244,264,22,1036,116,0,14,1146,294,1411,3,221,52,701,125,560,195,1697,94,493,863,1,359,55,3,7,45877,3.46099720961765
GSM2035393,2,0,326,0,1877,0,15,349,276,0,59,414,4553,116,1577,49,337,2329,168,574,753,1340,1248,275,931,1084,372,228,63,367,2244,158,61,0,663,1501,64,2006,146,221,29,0,250,576,0,163,713,7278,1244,223,0,95,0,59,212,402,0,432,31,0,139,407,273,192,237,83,2000,1,496,1590,247,151,5,0,134,365,2,0,218,10741,0,446,94,1166,2817,233,150,2928,999,910,514,1,89,62,1,36,22713,3.73072337900348
GSM2035396,443,89,393,0,2673,113,93,330,12,0,56,1301,8015,69,2223,608,206,1803,142,910,496,1667,747,301,1303,1883,427,227,93,679,523,303,0,26,214,5,1062,414,91,178,509,0,176,233,97,69,727,3241,242,321,39,189,790,106,305,2050,121,273,105,225,290,977,132,229,404,262,4520,5900,718,1178,452,224,116,249,191,49,17,330,149,1530,0,691,46,890,228,855,7,5742,557,542,1120,408,455,63,4,15,24054,9.02777680125606
GSM2035401,623,22,663,0,3754,80,860,75,31,0,91,965,15484,35,683,18,13,1426,21,1213,21,2277,857,588,584,2771,1204,366,38,362,67,114,197,39,257,42,1766,550,12,201,719,0,84,744,0,492,1109,2699,5,209,208,161,1344,21,371,4428,10,749,23,55,286,315,0,396,865,123,3160,4742,230,887,190,272,101,764,15,21,24,1231,388,245,0,351,114,32,532,963,404,3631,722,973,785,62,1059,76,10,89,36926,7.80507357655905
GSM2035403,2766,82,97,0,2758,518,358,138,198,0,51,1471,9477,711,1736,389,324,3401,42,695,305,2326,758,154,871,2836,1053,240,65,770,735,236,53,0,874,83,265,1258,164,11,851,0,592,395,453,452,1983,2531,312,286,90,362,1872,119,329,3810,391,607,60,117,209,1475,105,478,875,358,1972,1,132,1201,528,374,47,499,382,0,16,2,314,1809,1,449,1,1529,324,1283,219,3774,609,81,1199,16,695,32,6,11,42041,6.34365431009228
GSM2035404,16,175,335,0,3934,6,472,251,28,0,106,1039,13563,0,1107,350,333,1960,213,138,217,2260,1181,851,1496,3718,883,296,172,119,1642,146,211,238,131,16,949,2,317,191,604,0,23,443,222,5,1583,1275,42,494,321,661,1028,191,702,3070,83,346,382,43,655,1924,335,1015,571,556,3878,5725,403,1929,337,125,25,1430,358,572,4,4,350,3809,3,1105,56,973,2841,272,77,2685,486,343,1476,94,123,89,11,29,38375,9.05775292436014
GSM2035406,1092,0,1269,0,925,0,46,361,65,0,26,656,6134,550,3997,554,193,1573,327,327,436,561,587,36,1101,1081,411,284,0,250,1429,31,194,0,1198,3819,1089,2976,36,170,1250,0,10,93,216,228,595,11856,6,287,1,0,2,204,0,2153,17,197,96,0,63,292,248,643,301,396,1497,1,191,1808,150,0,0,61,378,155,0,2,536,4299,0,1174,1067,1057,735,852,78,2583,574,672,847,0,0,57,7,34,11479,3.73073664893754
GSM2035407,618,317,13,0,1828,359,205,62,229,0,51,598,13342,566,169,235,122,2117,288,108,569,827,948,108,1353,2157,874,204,72,259,796,311,150,175,105,4817,941,1807,60,73,101,1,20,275,312,0,1600,1576,1009,180,0,264,1538,132,0,2086,465,1,439,252,956,2951,6,297,144,636,2287,80,1139,1948,315,137,192,5,71,0,19,0,259,10545,0,685,218,1299,559,775,26,4926,435,389,384,2,709,69,4,7,41650,5.32981707706375
GSM2035408,618,11,866,0,3520,115,743,321,133,0,114,1057,10059,116,841,65,516,2061,251,1249,101,2114,960,586,1980,3472,852,248,82,602,1486,511,519,43,1193,933,759,1151,222,95,1514,0,34,463,239,558,1111,6711,789,254,524,0,1281,190,308,7086,18,304,222,13,401,2181,197,516,455,175,3828,7350,1,881,131,960,713,771,551,206,14,969,351,2335,8,1348,1138,274,1314,2307,43,4972,446,1536,1111,16,976,36,3,28,38002,6.41856722738973
GSM2035409,587,100,516,0,2507,156,547,213,160,0,42,1356,15638,242,2552,341,204,1131,99,1445,83,1830,383,253,895,1461,1045,223,9,314,444,357,91,19,610,196,1799,1,23,47,450,0,520,538,10,2,1096,2442,5,99,2,21,1861,287,507,5034,68,97,188,0,372,3483,0,122,192,200,1818,2428,720,1148,92,194,14,2,20,5,6,543,210,3363,1,1055,20,127,397,1296,0,11160,529,2076,1203,9,539,39,20,28,47586,6.37256011634082
GSM2035411,1080,200,774,35,2736,196,143,278,40,0,93,1677,7238,572,1369,658,203,3364,56,813,318,2017,504,805,1634,2928,826,322,99,356,482,745,26,427,212,85,2272,1630,81,321,1567,0,114,406,657,444,2566,2733,561,277,0,124,1327,108,535,1958,13,1083,251,104,1021,1332,173,147,407,719,2252,486,1376,1776,393,388,331,748,319,16,17,241,369,4685,15,1498,217,794,2378,1093,41,1931,579,312,1264,5,702,90,19,29,47074,8.00594758288107
GSM2035412,322,231,675,0,2164,469,340,131,56,0,123,780,4979,1938,688,706,287,2610,113,987,623,1515,521,462,1270,2136,490,198,47,331,668,657,250,46,154,1585,2662,2139,100,188,556,0,242,390,436,600,1303,4424,162,257,5,65,1128,97,595,2374,136,578,426,207,309,564,87,1900,181,527,1186,3,2012,2342,177,266,149,234,233,0,19,50,211,6558,7,850,157,537,822,770,71,185,458,262,1115,29,618,46,20,14,46184,8.58910003850885
GSM2035413,57,70,1174,1,1705,418,127,61,105,0,41,1185,8643,7,662,189,270,2988,12,932,22,2252,2472,687,382,1044,586,33,0,420,592,138,189,1,976,2031,940,1706,0,87,1877,0,154,103,0,8,1746,2516,184,139,0,263,1977,13,757,1129,86,59,1042,464,380,2197,5,1041,872,1652,630,468,8,1717,127,243,6,826,330,0,13,1,303,4561,4,630,93,209,2761,823,4,1319,176,29,1148,4,756,4,5,17,52551,6.33411838295065
GSM2035415,1378,84,689,0,3212,54,549,362,34,8,112,1157,9537,1351,1272,541,202,1947,48,1075,280,1002,546,272,543,2305,764,284,42,592,434,182,20,6,398,2664,2514,857,53,84,1014,0,334,274,132,486,1202,5667,376,148,52,255,1523,103,598,4551,0,177,404,20,242,421,39,382,391,240,3471,3544,661,922,76,107,9,430,204,46,13,1212,131,859,0,315,236,396,642,1093,36,2286,395,425,564,5,564,83,17,33,35195,8.23584807341174
GSM2035417,139,109,108,0,2261,86,210,150,18,0,281,451,11775,93,1300,8,20,503,25,785,182,783,239,373,488,2447,728,407,103,601,144,52,3,76,399,754,1340,443,13,113,607,0,14,141,39,138,408,1346,486,49,12,149,1160,1,251,3754,15,6,135,229,327,480,196,301,486,140,2077,2712,439,1467,12,28,86,211,122,100,10,103,371,738,10,283,48,1152,798,550,114,6083,312,784,520,9,310,58,13,10,38824,6.40203173701284
GSM2035418,916,103,525,0,2306,81,121,332,72,28,98,1221,5087,476,796,216,36,1166,76,584,248,2685,1316,358,806,1587,890,178,180,608,542,164,112,25,209,760,2148,733,90,128,345,0,77,264,137,36,755,4647,588,326,15,176,1387,51,0,2109,26,273,128,403,387,1320,116,536,572,97,1542,1369,137,1891,266,286,27,550,113,18,11,410,108,4122,3,696,568,599,1108,979,0,2650,338,181,690,102,521,43,16,25,31383,6.3310285981453
GSM2035419,2045,4,228,0,3643,99,333,977,149,0,19,1618,10705,0,1681,295,116,4120,157,1772,378,1960,892,850,685,2042,799,236,65,728,52,260,106,0,352,39,2335,416,148,350,362,0,133,72,143,0,1111,3998,30,212,558,0,941,147,42,2826,194,462,299,281,750,1238,133,370,478,1028,3246,1153,386,1562,116,219,18,235,177,116,10,966,250,2243,0,358,2,489,279,470,208,4092,194,1088,1335,7,522,66,16,16,49869,6.42106927601181
GSM2035421,294,69,890,0,1839,4,254,261,70,68,75,1035,6148,877,324,177,212,3386,20,827,37,1115,191,285,895,2169,898,106,68,0,383,224,12,8,647,324,682,359,56,82,856,0,496,515,0,76,946,1280,29,245,0,42,949,115,222,2289,138,6,35,25,430,1023,140,437,673,221,1138,2327,14,935,121,105,0,638,97,54,15,186,197,2695,0,468,251,546,459,693,0,1508,277,130,629,49,561,34,18,10,38772,6.36321463366873
GSM2035424,303,0,4,0,2586,117,301,73,3,0,42,721,9948,1,1340,94,183,1264,137,1115,4,334,242,203,592,1351,409,202,0,167,934,85,0,0,46,1655,626,547,16,17,87,0,22,242,133,2,301,3172,783,184,265,77,1145,74,4,2131,148,499,340,0,494,1952,0,502,130,183,1992,5063,596,442,173,52,0,583,113,0,8,3,16,1080,0,299,0,208,7,1043,12,351,378,847,871,0,664,51,13,14,26961,6.33693072467229
GSM2035425,1049,431,819,327,1883,397,5,124,91,19,49,1292,1452,443,203,643,134,1922,22,0,308,423,246,436,543,4895,123,49,116,850,306,124,48,181,160,1293,216,1022,125,266,2685,490,34,480,135,975,1457,9449,128,39,0,0,92,28,0,5363,77,313,204,594,144,2229,127,339,462,140,57,221,973,1410,159,830,737,162,92,6,1,43,144,1692,3,133,332,112,2038,300,83,430,115,410,1175,196,19,4,0,114,39188,0.00677749935690386
GSM2035426,1848,271,232,251,1635,710,0,84,150,0,92,1278,1242,742,1131,737,68,1023,35,0,308,676,41,469,1450,5283,39,249,174,141,297,164,15,46,46,403,366,3833,267,322,2783,1118,106,1069,497,392,1621,21037,0,72,0,8,23,177,0,3414,0,191,427,325,0,963,0,698,580,268,190,0,1938,874,329,1120,1674,333,80,0,2,0,747,1453,16,730,9,0,2869,380,202,222,215,1039,931,392,134,53,0,79,17084,0.00679076929096345
GSM2035430,1630,521,765,11,931,162,404,422,97,108,334,873,1216,1823,3873,340,1083,6881,72,299,306,4303,692,471,1674,5080,318,30,185,1104,96,249,46,274,257,1908,689,4015,161,493,1137,1495,815,361,442,923,2022,10716,2256,385,0,0,39,497,0,1714,340,2266,535,898,16,4128,128,960,936,400,173,0,1423,818,547,579,409,218,377,0,11,0,1082,2741,41,1576,1576,2058,1080,271,1424,3674,877,1431,2329,974,693,1,0,86,27635,0.00680403922502304
GSM2035431,414,112,32,0,175,30,10,42,58,38,32,220,269,335,78,13,21,588,16,0,55,219,73,89,214,648,37,0,14,212,118,18,5,14,0,88,31,376,45,54,89,196,40,80,28,298,232,850,77,26,0,3,74,35,0,213,23,292,119,71,16,735,13,133,98,51,27,0,26,233,14,92,100,36,38,0,1,0,54,238,0,101,196,67,78,85,16,77,78,124,142,84,15,0,2,0,5191,0.00681730915908263
GSM2035433,172,9,55,6,84,13,0,29,36,0,25,159,171,31,121,123,41,506,2,24,42,182,23,44,176,547,8,0,10,61,89,45,6,30,23,129,45,103,44,39,203,124,18,55,28,63,151,1805,9,19,0,0,5,7,0,389,34,43,12,139,0,154,32,88,78,19,0,0,32,296,44,47,54,40,55,0,0,0,27,318,2,32,140,146,164,12,62,125,54,58,179,31,12,0,0,7,2202,0.00683057909314222
GSM2035434,76,34,53,9,202,20,3,41,3,6,18,165,206,126,134,118,4,412,11,1,71,180,73,40,127,785,44,12,33,65,49,26,5,49,16,174,6,228,15,80,179,93,54,51,26,214,208,1259,106,9,0,0,29,51,0,409,43,116,64,161,36,345,23,66,99,32,22,30,205,135,59,73,95,18,37,0,0,13,29,303,2,31,54,36,114,30,27,124,73,91,116,68,19,1,0,22,5062,0.00684384902720181
GSM2035436,11,518,670,0,977,198,138,362,144,187,612,1361,422,3052,185,3384,557,5043,1055,0,1935,2865,429,0,3556,3060,429,83,517,3142,1259,459,597,122,10,1171,665,3954,83,324,778,368,865,883,993,555,4287,9826,1247,434,0,0,839,542,0,3184,391,2260,1205,0,161,4552,584,698,2613,1271,168,33,754,1546,635,454,990,1001,505,0,3,0,228,4325,0,765,1154,864,1053,226,586,4325,1821,1846,1795,730,259,7,1,63,43099,0.0068571189612614
GSM2035437,1611,1327,1370,333,1883,944,281,886,140,0,376,2215,1985,467,1530,2608,549,4367,461,118,2115,5974,1947,499,1280,6358,56,0,139,2294,1431,842,643,773,0,2986,295,5452,143,595,3500,555,494,867,2177,533,1836,16207,1518,152,0,0,272,696,0,5434,620,1285,61,3601,38,5745,11,1205,1650,649,120,324,3648,3460,355,1745,1688,1109,498,252,0,0,999,8628,0,0,2295,1968,821,953,339,1502,2117,1142,1574,1006,0,0,3,11,47137,0.00687038889532099
GSM2035439,3406,365,1413,125,1188,782,62,167,212,0,213,1572,403,1621,2946,706,1192,4138,323,23,1150,6306,891,546,2998,5213,261,26,45,8,4856,654,73,353,52,148,312,5233,553,1499,574,131,268,938,296,338,1819,12995,14,759,0,0,214,222,84,2744,215,811,30,2167,0,1743,1,982,1381,1512,1036,29,2046,2361,611,672,999,112,515,109,1,0,893,2916,32,647,1161,1062,2065,214,899,381,1425,2111,1620,75,106,3,9,76,31095,0.00688365882938058
GSM2035440,4483,1020,1961,232,2247,1595,0,1088,273,0,356,3991,2178,1788,5847,2010,26,17144,385,1,1378,4448,1193,709,3842,10122,454,0,316,1503,3740,1015,459,538,77,2344,207,5229,296,1888,3203,1965,441,657,637,4188,2795,34953,891,638,0,0,444,847,0,7643,761,952,1134,1583,4,6684,486,2189,1481,576,1032,0,2724,1514,355,147,891,103,427,3,0,266,1297,12017,25,1525,2718,2311,9,422,858,2004,2122,4306,3495,726,29,0,4,15,44032,0.00689692876344017
GSM2035441,1148,305,10,0,818,390,0,287,135,182,265,3738,1018,2059,1968,327,172,4950,322,362,1454,8393,1638,1434,1627,4697,457,39,517,593,3932,568,284,438,0,529,1252,4068,395,324,643,92,1926,253,1658,526,3211,10858,37,1255,0,102,337,719,224,898,159,1928,1695,919,156,4545,379,0,1536,372,516,150,1255,1096,1230,64,474,379,683,0,1,0,535,2932,0,3215,2024,55,2280,58,651,481,1175,3019,2633,428,209,8,5,6,41752,0.00691019869749976
GSM2035442,4543,885,1307,281,1078,876,260,1393,253,0,372,3497,2409,3304,5211,1272,888,4299,277,0,852,1280,1007,1688,4047,2838,200,74,408,514,3099,1170,940,235,194,5915,282,13289,808,3195,4352,2961,585,884,1390,500,3605,54047,0,582,0,0,0,244,0,3959,181,749,1977,6004,0,1414,392,896,1635,863,0,0,2744,2915,942,229,1401,734,684,431,2,0,803,12483,96,2656,1022,2387,3304,4,2585,237,2008,3429,3186,474,187,11,1,118,17440,0.00692346863155935
GSM2035447,2477,662,1379,127,1079,1115,72,653,190,0,144,2428,2243,852,4941,1996,958,3843,281,104,74,4744,2000,1078,2779,4862,329,56,142,2582,3777,193,179,238,77,481,235,5267,607,1493,1490,815,1278,600,1127,368,2013,15868,622,395,0,0,128,836,0,3369,139,1574,1668,2306,33,2445,1084,797,1008,1268,346,48,2082,3860,1147,477,1904,629,599,0,7,413,501,9589,27,1216,1875,1938,1608,182,441,810,1080,1156,1993,999,371,8,1,30,34453,0.00693673856561894
GSM2035449,1730,301,2620,344,372,206,53,557,174,0,373,2349,1285,488,2886,3085,564,6392,147,236,731,4513,808,1059,3900,4056,177,54,310,1455,2592,1003,437,9,104,1056,317,5306,806,1795,2054,1525,723,994,1309,770,2839,23278,3364,689,0,0,0,1122,0,4274,270,389,1018,2263,0,2251,974,1952,2441,498,222,0,2743,4185,975,272,1200,1892,635,0,1,139,282,7447,72,1145,1143,1104,1253,486,1112,157,2087,595,972,1225,74,7,1,76,13698,0.00695000849967853
GSM2035450,103,555,1213,131,791,391,126,895,354,0,411,2320,2087,1271,3703,847,361,7613,264,36,1158,7570,1729,2034,3284,3273,303,82,179,1060,2765,589,646,127,181,2149,387,1758,495,2062,1514,1130,598,387,950,470,3739,15331,478,761,0,0,47,535,0,2803,200,1784,1084,1346,11,902,671,1164,1392,779,360,0,2822,3060,760,558,1781,1688,364,0,0,312,773,16964,30,2067,3144,382,1114,416,993,673,1462,1322,1646,1254,181,10,1,62,27783,0.00696327843373812
GSM2035451,2868,189,1027,156,499,1237,81,784,256,0,318,1988,2048,0,2208,4934,337,9102,0,26,1971,4989,1714,778,4469,1952,127,295,230,64,2482,99,1244,409,0,4968,35,6999,662,798,1015,1022,0,273,0,79,2267,27679,1,430,0,28,86,1129,0,1122,0,0,1050,356,0,2207,0,1841,1569,683,421,0,2878,5704,725,685,438,205,691,0,3,0,457,7356,29,1564,2217,780,726,382,796,588,1815,2659,1118,557,75,45,0,96,27030,0.00697654836779771
GSM2035452,2331,717,1440,460,952,120,108,1574,465,52,311,2236,2167,762,1663,2618,962,6896,164,140,1091,4481,1532,1703,4668,3070,245,136,254,2347,3320,428,217,287,101,7258,225,2603,566,2318,3013,2176,620,372,406,459,2524,18473,6229,533,0,0,11,806,0,4887,342,938,2010,2427,0,3467,1197,2393,2099,1993,403,0,1124,3788,1073,351,630,1017,429,2,14,0,435,26536,14,3067,616,3497,2129,114,550,184,2433,1360,1323,578,787,18,5,81,30536,0.0069898183018573
GSM2035453,2410,286,423,483,658,335,44,377,369,0,519,2141,3308,1216,8716,894,632,6127,2,109,1581,2648,1900,1205,4233,2533,103,57,61,383,1398,329,746,22,246,7018,312,4746,344,2197,1018,980,328,601,824,630,1785,34192,16,478,0,0,30,746,0,3844,165,89,556,572,0,612,26,1462,1442,1048,0,0,794,4527,858,240,1272,2360,569,16,0,0,291,9357,41,1598,865,1624,3909,25,918,121,2338,2735,1847,546,0,9,9,98,10029,0.00700308823591689
GSM2035455,3950,544,1313,557,1193,622,46,668,38,14,182,1652,1525,720,592,1568,394,8109,301,182,672,3971,1196,981,3847,4331,407,0,286,1266,2453,392,155,3,0,1112,216,4698,382,304,1180,1449,995,351,78,2210,1869,8978,727,287,0,0,157,1079,0,2219,165,1274,467,1038,25,4742,1,1583,1618,1836,909,209,2114,3901,306,174,1172,450,771,62,14,0,53,1935,37,1353,928,1318,1115,430,245,1518,1191,2792,501,1107,537,0,6,69,34013,0.00701635816997648
GSM2035457,2044,161,2169,4,824,457,101,581,106,0,250,2344,1934,252,4183,855,365,3731,82,212,705,3635,3131,336,3353,1846,203,215,436,1064,845,542,407,878,295,1154,464,1921,642,1255,1643,1626,731,566,360,289,441,19440,571,868,0,0,4,742,0,2349,0,623,456,1973,0,1713,390,1730,784,1296,111,3,1054,2963,847,41,927,475,1087,353,7,0,166,3833,1,1486,46,1684,3553,49,797,618,2693,951,1820,70,541,18,2,13,24414,0.00702962810403607
GSM2035458,1542,987,948,62,1009,178,0,438,216,0,40,2664,2441,692,1219,2262,379,8106,111,0,1582,2069,277,853,1326,4257,300,248,92,1052,1163,759,418,354,524,529,179,2591,133,640,2529,494,223,265,998,789,2299,21030,2266,154,0,0,513,165,0,5318,65,1077,216,1009,158,1250,371,902,1653,297,1045,526,10,5954,168,433,1358,297,311,0,2,0,495,10748,23,1108,797,1421,4884,762,671,838,696,812,2514,565,87,69,0,185,34375,0.00704289803809566
GSM2035459,642,188,1493,205,562,197,14,501,122,28,121,1220,1640,833,2378,1312,483,3098,21,0,427,2892,491,497,1346,1900,158,24,50,559,2555,261,249,55,39,1263,549,4780,280,731,478,587,367,76,1,396,759,13467,195,293,0,0,15,573,0,2026,65,19,1076,948,11,254,0,925,870,585,228,64,1118,1503,345,227,518,591,519,6,4,0,177,6379,3,785,779,2433,2007,192,357,362,1656,1754,720,342,112,4,0,37,13433,0.00705616797215525
